customer_id,gender,tenure,monthly_charges,contract_type,internet_service,churn
3844,Female,40,1479.39,One year,DSL,No
3845,Female,32,970.87,Two year,DSL,No
3846,Female,15,933.2,Month-to-month,DSL,No
3847,Female,22,1074.75,Month-to-month,None,Yes
3848,Female,6,600.97,One year,Fiber,Yes
3849,Male,25,1377.8,Two year,None,No
3850,Male,11,919.06,Month-to-month,DSL,No
3851,Female,71,1749.02,One year,DSL,No
3852,Male,4,1586.14,One year,None,Yes
3853,Male,68,1337.87,One year,None,No
3854,Male,48,919.14,Month-to-month,Fiber,Yes
3855,Female,25,656.88,Two year,DSL,No
3856,Male,4,1619.46,Month-to-month,None,Yes
3857,Female,21,1126.9,Month-to-month,Fiber,No
3858,Male,12,682.08,Two year,DSL,Yes
3859,Female,27,631.8,One year,DSL,No
3860,Male,32,581.18,Month-to-month,DSL,No
3861,Female,22,1621.17,One year,None,No
3862,Female,17,689.28,One year,DSL,Yes
3863,Male,29,1195.29,Two year,DSL,No
3864,Female,25,1067.63,Two year,Fiber,No
3865,Female,15,1285.34,Two year,None,No
3866,Female,38,1791.16,One year,Fiber,No
3867,Female,32,1775.17,One year,None,No
3868,Female,25,1066.83,Month-to-month,DSL,Yes
3869,Female,47,326.12,One year,Fiber,No
3870,Female,64,1024.95,Two year,None,No
3871,Female,37,1330.53,Two year,None,No
3872,Male,1,1248.2,Two year,DSL,Yes
3873,Male,5,1407.27,Two year,DSL,Yes
3874,Female,45,561.93,One year,Fiber,No
3875,Female,49,1399.11,Two year,Fiber,No
3876,Male,37,610.51,Month-to-month,None,No
3877,Male,17,1575.89,One year,Fiber,No
3878,Male,26,876.45,Two year,DSL,No
3879,Female,40,1506.82,Month-to-month,Fiber,No
3880,Male,71,381.37,Two year,Fiber,No
3881,Female,16,993.36,One year,None,No
3882,Female,61,1498.56,One year,DSL,No
3883,Male,28,685.68,Month-to-month,None,Yes
3884,Female,57,1651.99,One year,DSL,No
3885,Female,69,1372.33,Month-to-month,DSL,No
3886,Female,21,1298.86,Two year,None,Yes
3887,Female,5,901.03,One year,Fiber,No
3888,Male,25,1120.17,Two year,None,No
3889,Male,38,1315.49,Two year,Fiber,Yes
3890,Female,11,1103.19,One year,None,No
3891,Female,13,1487.13,Two year,None,No
3892,Male,21,1037.28,Month-to-month,Fiber,No
3893,Female,50,643.86,Month-to-month,Fiber,No
3894,Male,22,663.69,Month-to-month,Fiber,No
3895,Female,47,309.87,One year,None,Yes
3896,Female,70,811.63,Two year,Fiber,No
3897,Male,49,1573.16,Two year,Fiber,Yes
3898,Male,12,1650.08,Two year,Fiber,Yes
3899,Male,9,644.19,Two year,DSL,No
3900,Male,54,1930.37,Month-to-month,Fiber,No
3901,Female,8,1154.08,One year,Fiber,Yes
3902,Male,51,1858.86,Month-to-month,Fiber,No
3903,Female,1,1501.5,Month-to-month,DSL,No
3904,Male,24,1528.14,One year,DSL,No
3905,Male,12,444.57,One year,Fiber,No
3906,Female,50,673.98,Month-to-month,Fiber,No
3907,Male,57,314.99,Two year,Fiber,No
3908,Male,33,1517.42,One year,Fiber,No
3909,Male,34,885.55,One year,DSL,No
3910,Male,2,1637.31,Month-to-month,Fiber,No
3911,Female,58,876.19,Two year,DSL,Yes
3912,Female,69,1692.87,One year,None,No
3913,Male,47,522.19,Month-to-month,DSL,No
3914,Male,63,594.73,One year,None,No
3915,Male,18,879.49,Two year,DSL,No
3916,Female,66,994.43,Month-to-month,DSL,No
3917,Female,72,892.79,Month-to-month,DSL,Yes
3918,Female,4,1598.2,Two year,Fiber,No
3919,Female,66,464.82,Month-to-month,DSL,Yes
3920,Male,10,897.07,Two year,Fiber,Yes
3921,Male,67,1723.31,Month-to-month,DSL,No
3922,Male,68,413.56,Two year,DSL,No
3923,Female,0,1901.98,One year,None,Yes
3924,Male,62,1976.74,One year,DSL,No
3925,Female,28,450.57,One year,Fiber,No
3926,Female,11,795.16,Month-to-month,None,No
3927,Male,40,933.08,Two year,None,No
3928,Male,1,1619.87,Two year,DSL,Yes
3929,Male,36,1313.08,One year,DSL,No
3930,Female,44,1395.42,One year,None,Yes
3931,Female,47,1587.77,One year,Fiber,No
3932,Male,23,500.56,Two year,DSL,Yes
3933,Male,21,1716.46,One year,None,No
3934,Female,10,1499.55,Month-to-month,Fiber,No
3935,Male,57,1281.48,One year,DSL,Yes
3936,Female,45,1812.55,One year,None,Yes
3937,Female,28,1490.52,Two year,None,No
3938,Male,34,642.89,Month-to-month,DSL,No
3939,Male,14,1030.57,Two year,Fiber,No
3940,Male,59,1139.87,Month-to-month,Fiber,Yes
3941,Male,41,393.87,Month-to-month,None,No
3942,Female,42,1922.88,One year,Fiber,Yes
3943,Female,48,518.58,One year,None,No
3944,Female,63,1485.68,Two year,DSL,No
3945,Male,31,1160.59,Two year,Fiber,Yes
3946,Female,63,343.57,Two year,DSL,No
3947,Male,1,1872.07,Month-to-month,None,No
3948,Male,23,1748.12,Two year,DSL,Yes
3949,Male,65,1191.24,Month-to-month,Fiber,Yes
3950,Male,37,689.2,Month-to-month,DSL,No
3951,Male,30,506.76,Month-to-month,Fiber,Yes
3952,Male,25,917.77,Month-to-month,Fiber,No
3953,Female,28,734.23,Month-to-month,Fiber,Yes
3954,Male,66,1161.38,One year,Fiber,Yes
3955,Female,24,1942.9,Month-to-month,Fiber,No
3956,Female,47,1277.42,Month-to-month,None,No
3957,Male,64,1812.88,One year,DSL,No
3958,Male,52,1406.49,One year,None,No
3959,Male,66,1107.92,One year,DSL,No
3960,Female,17,1752.83,Two year,DSL,No
3961,Male,8,1101.33,Two year,DSL,No
3962,Female,37,1776.67,Month-to-month,None,Yes
3963,Male,20,795.68,Month-to-month,Fiber,No
3964,Male,64,518.98,Month-to-month,Fiber,No
3965,Female,20,1754.03,Month-to-month,None,No
3966,Female,26,1298.61,One year,Fiber,Yes
3967,Male,69,1811.46,Two year,DSL,No
3968,Female,43,1894.31,One year,Fiber,Yes
3969,Female,27,391.17,Two year,Fiber,No
3970,Female,44,1151.65,One year,Fiber,No
3971,Female,16,937.44,Month-to-month,DSL,No
3972,Female,39,1363.96,Two year,Fiber,No
3973,Male,2,1649.11,Month-to-month,Fiber,No
3974,Male,65,777.0,Two year,Fiber,No
3975,Female,45,1246.56,Two year,None,No
3976,Male,29,1504.84,Month-to-month,None,Yes
3977,Male,68,528.53,Month-to-month,Fiber,No
3978,Female,8,1683.91,Month-to-month,None,No
3979,Male,10,1330.39,One year,None,Yes
3980,Female,68,1914.21,Two year,DSL,No
3981,Female,65,877.2,Two year,None,No
3982,Male,30,483.85,Two year,None,Yes
3983,Female,32,1161.05,Month-to-month,Fiber,Yes
3984,Female,38,445.88,Two year,DSL,No
3985,Female,45,1948.2,Two year,DSL,No
3986,Female,36,365.76,Month-to-month,DSL,No
3987,Female,59,1580.96,Month-to-month,None,Yes
3988,Male,30,1192.67,Two year,Fiber,Yes
3989,Male,10,926.66,One year,DSL,No
3990,Female,1,411.93,Month-to-month,DSL,Yes
3991,Female,26,1357.68,One year,None,No
3992,Male,1,1294.87,One year,DSL,No
3993,Female,20,777.5,One year,Fiber,Yes
3994,Male,57,1847.38,One year,DSL,No
3995,Female,4,816.99,Month-to-month,Fiber,No
3996,Female,51,1064.53,Two year,Fiber,Yes
3997,Female,44,1224.4,Two year,Fiber,No
3998,Female,19,470.39,Month-to-month,None,No
3999,Female,60,1884.67,Month-to-month,None,Yes
4000,Female,37,936.71,One year,Fiber,Yes
4001,Female,19,437.32,One year,Fiber,Yes
4002,Male,24,958.39,Month-to-month,DSL,No
4003,Male,1,1320.34,Two year,DSL,No
4004,Male,31,1173.21,One year,DSL,No
4005,Female,25,1480.72,Month-to-month,None,No
4006,Female,69,394.32,Month-to-month,DSL,Yes
4007,Female,40,783.72,Month-to-month,Fiber,Yes
4008,Female,66,1692.69,One year,Fiber,No
4009,Female,0,435.82,Month-to-month,None,No
4010,Female,50,1754.33,Two year,None,Yes
4011,Female,4,456.22,Month-to-month,DSL,Yes
4012,Male,12,1718.57,One year,None,No
4013,Female,18,913.34,Two year,Fiber,No
4014,Male,11,1340.76,Two year,Fiber,No
4015,Male,47,559.91,Month-to-month,None,Yes
4016,Female,24,412.49,Month-to-month,Fiber,No
4017,Female,56,667.09,Two year,None,No
4018,Male,34,517.35,Month-to-month,Fiber,No
4019,Male,4,831.09,One year,DSL,No
4020,Female,21,1174.45,Two year,None,No
4021,Female,56,1300.89,Month-to-month,None,Yes
4022,Male,46,1642.78,Two year,None,Yes
4023,Female,53,1415.61,Month-to-month,Fiber,Yes
4024,Female,2,1334.89,Month-to-month,DSL,Yes
4025,Female,52,1000.03,One year,None,No
4026,Male,30,1105.47,Month-to-month,Fiber,No
4027,Male,68,1004.69,Month-to-month,None,Yes
4028,Male,32,1731.68,Month-to-month,Fiber,No
4029,Female,71,691.0,One year,DSL,No
4030,Female,49,309.73,Month-to-month,Fiber,No
4031,Male,15,1407.24,Month-to-month,Fiber,No
4032,Male,38,644.19,Month-to-month,None,No
4033,Male,45,1813.2,Two year,Fiber,No
4034,Female,46,1760.38,One year,None,No
4035,Male,43,430.44,Two year,Fiber,No
4036,Male,8,480.86,One year,DSL,Yes
4037,Female,49,1141.79,One year,Fiber,No
4038,Female,59,1335.68,Two year,None,No
4039,Female,14,767.34,One year,Fiber,No
4040,Male,35,1518.56,One year,Fiber,Yes
4041,Female,62,1311.36,Two year,DSL,No
4042,Female,68,852.2,Month-to-month,None,No
4043,Male,40,343.13,One year,DSL,Yes
4044,Female,23,1575.26,Two year,Fiber,No
4045,Male,48,665.08,One year,DSL,No
4046,Male,17,1718.61,Two year,Fiber,No
4047,Female,6,1014.49,Month-to-month,Fiber,No
4048,Female,3,1281.03,One year,DSL,Yes
4049,Female,68,1784.01,Month-to-month,DSL,No
4050,Female,59,1768.16,Month-to-month,Fiber,No
4051,Female,54,931.58,Two year,DSL,No
4052,Female,15,655.11,One year,DSL,No
4053,Male,28,1617.75,One year,Fiber,No
4054,Male,22,1036.24,One year,None,No
4055,Female,13,626.47,One year,DSL,No
4056,Male,48,1837.52,One year,DSL,No
4057,Female,32,636.78,Two year,None,Yes
4058,Male,24,343.87,One year,DSL,No
4059,Male,20,334.48,Month-to-month,Fiber,No
4060,Male,16,1357.94,Month-to-month,DSL,No
4061,Female,22,1424.85,One year,Fiber,Yes
4062,Male,56,828.77,Two year,None,No
4063,Female,57,844.02,Two year,None,No
4064,Male,13,877.14,One year,None,No
4065,Male,19,1456.27,Month-to-month,DSL,No
4066,Male,29,398.83,One year,None,No
4067,Male,18,1879.5,One year,DSL,No
4068,Male,52,678.29,One year,DSL,No
4069,Female,55,1999.44,Two year,DSL,Yes
4070,Female,22,591.59,Two year,None,No
4071,Male,61,1611.63,Month-to-month,None,No
4072,Male,32,679.8,Month-to-month,DSL,No
4073,Male,17,437.44,One year,None,No
4074,Male,72,1787.39,Month-to-month,DSL,No
4075,Female,32,1759.88,One year,None,No
4076,Male,31,986.07,Month-to-month,Fiber,No
4077,Female,60,1494.07,One year,None,No
4078,Male,53,1247.01,Two year,None,No
4079,Female,16,1750.03,One year,None,Yes
4080,Male,18,835.6,Two year,DSL,No
4081,Male,69,1190.24,Two year,DSL,Yes
4082,Female,33,1125.13,Month-to-month,Fiber,Yes
4083,Male,24,901.64,Month-to-month,Fiber,No
4084,Male,67,1815.47,Two year,Fiber,Yes
4085,Male,10,581.99,One year,DSL,No
4086,Female,15,554.16,One year,Fiber,No
4087,Male,60,1280.75,Month-to-month,Fiber,No
4088,Male,6,1417.74,One year,None,No
4089,Female,15,630.85,One year,Fiber,No
4090,Female,15,964.22,One year,None,No
4091,Female,39,1909.16,Two year,DSL,Yes
4092,Male,11,719.25,Two year,DSL,No
4093,Male,34,1436.21,One year,None,No
4094,Male,20,1558.25,Month-to-month,Fiber,Yes
4095,Female,49,1061.82,One year,DSL,Yes
4096,Male,42,1893.79,Month-to-month,None,Yes
4097,Male,16,1552.32,Two year,DSL,Yes
4098,Female,31,1078.47,One year,DSL,No
4099,Female,40,1267.87,One year,Fiber,No
4100,Female,5,1477.44,Month-to-month,DSL,No
4101,Female,26,1306.72,Month-to-month,None,Yes
4102,Female,19,1793.79,One year,Fiber,No
4103,Male,24,906.71,One year,None,No
4104,Female,65,809.81,Month-to-month,None,No
4105,Male,8,663.53,Two year,None,No
4106,Male,52,364.23,Month-to-month,Fiber,No
4107,Female,60,373.12,One year,DSL,No
4108,Female,37,1779.09,Two year,None,No
4109,Female,2,1453.27,Two year,DSL,No
4110,Male,69,1422.91,Two year,DSL,Yes
4111,Female,54,1344.89,Two year,None,Yes
4112,Female,0,1743.67,One year,DSL,No
4113,Female,69,1116.45,Two year,Fiber,Yes
4114,Female,44,1779.7,Month-to-month,Fiber,Yes
4115,Female,46,911.06,Month-to-month,DSL,No
4116,Male,25,1875.4,Month-to-month,DSL,Yes
4117,Male,13,1487.72,One year,Fiber,Yes
4118,Male,53,737.2,Two year,DSL,No
4119,Female,70,1258.94,Month-to-month,DSL,No
4120,Female,45,1206.15,Month-to-month,DSL,No
4121,Female,30,534.43,Month-to-month,DSL,Yes
4122,Male,58,1305.11,Two year,None,No
4123,Female,28,835.14,Month-to-month,DSL,No
4124,Female,16,388.99,Two year,Fiber,No
4125,Female,13,1912.72,Two year,None,No
4126,Male,35,1390.53,Two year,None,No
4127,Female,57,1790.76,One year,Fiber,No
4128,Male,23,1449.3,One year,DSL,Yes
4129,Female,62,906.87,Two year,None,Yes
4130,Male,24,1171.57,Two year,None,No
4131,Male,58,1448.77,One year,DSL,No
4132,Male,31,1932.43,One year,DSL,No
4133,Female,17,731.24,Two year,Fiber,Yes
4134,Female,36,1787.46,One year,None,No
4135,Male,25,1870.93,Month-to-month,DSL,No
4136,Male,8,1439.71,Two year,DSL,Yes
4137,Female,63,1883.15,Two year,Fiber,Yes
4138,Female,71,976.39,One year,None,No
4139,Male,19,1920.13,Month-to-month,DSL,No
4140,Female,53,1494.73,One year,Fiber,No
4141,Female,29,371.41,Month-to-month,None,Yes
4142,Female,52,1841.68,Month-to-month,None,No
4143,Female,62,1123.6,Two year,None,No
4144,Male,10,1082.56,Month-to-month,None,No
4145,Female,30,1262.99,Two year,Fiber,No
4146,Female,48,553.95,Month-to-month,DSL,No
4147,Male,18,1097.58,Two year,None,No
4148,Male,11,1712.92,Month-to-month,None,No
4149,Female,14,326.32,One year,DSL,No
4150,Female,30,763.96,Month-to-month,None,No
4151,Female,42,304.17,One year,None,No
4152,Female,36,1006.71,Month-to-month,DSL,No
4153,Male,28,1538.14,Month-to-month,DSL,No
4154,Male,25,1657.91,Two year,None,No
4155,Male,1,1906.82,Month-to-month,DSL,Yes
4156,Female,14,1334.46,Month-to-month,Fiber,No
4157,Female,3,732.87,Month-to-month,Fiber,Yes
4158,Female,49,1871.05,One year,None,No
4159,Female,37,1618.04,Two year,None,No
4160,Male,22,1276.53,Two year,DSL,Yes
4161,Male,58,1482.59,Month-to-month,DSL,No
4162,Female,27,1871.34,Month-to-month,None,Yes
4163,Male,65,1511.07,One year,None,No
4164,Female,7,926.24,Month-to-month,Fiber,No
4165,Female,28,1512.15,Two year,DSL,No
4166,Male,10,368.47,Two year,None,Yes
4167,Female,17,956.91,One year,None,Yes
4168,Female,54,990.75,One year,DSL,No
4169,Male,49,583.62,Two year,DSL,No
4170,Female,13,339.25,One year,None,No
4171,Female,8,526.75,Month-to-month,None,Yes
4172,Male,10,1412.86,Month-to-month,None,No
4173,Female,62,1663.89,One year,DSL,No
4174,Male,66,1979.95,Two year,None,No
4175,Female,52,888.82,One year,None,Yes
4176,Male,38,1318.94,Two year,None,No
4177,Male,55,1893.15,One year,Fiber,Yes
4178,Male,27,583.97,One year,Fiber,Yes
4179,Female,38,1520.0,One year,DSL,No
4180,Male,24,1583.46,Month-to-month,None,No
4181,Male,20,451.26,Month-to-month,None,No
4182,Male,9,1764.12,Two year,DSL,No
4183,Male,42,1682.28,One year,DSL,No
4184,Male,14,356.79,Month-to-month,DSL,Yes
4185,Female,47,454.84,One year,None,Yes
4186,Female,20,383.52,Two year,Fiber,Yes
4187,Female,59,869.06,Month-to-month,DSL,Yes
4188,Female,49,1165.79,Two year,None,No
4189,Female,22,1204.99,Month-to-month,DSL,No
4190,Female,12,755.03,One year,None,No
4191,Female,68,1849.71,Two year,DSL,No
4192,Male,3,926.05,Month-to-month,None,No
4193,Female,71,377.44,Month-to-month,DSL,No
4194,Male,8,810.39,One year,Fiber,Yes
4195,Male,34,1202.89,Two year,DSL,Yes
4196,Female,20,993.98,Two year,DSL,Yes
4197,Male,57,765.53,Two year,Fiber,No
4198,Male,17,523.25,One year,DSL,Yes
4199,Male,71,1692.58,Month-to-month,Fiber,No
4200,Male,42,1993.45,Month-to-month,None,No
4201,Female,5,860.22,Two year,Fiber,No
4202,Female,66,948.76,Month-to-month,Fiber,No
4203,Female,11,1350.66,Two year,None,Yes
4204,Female,11,1521.35,One year,Fiber,No
4205,Female,65,966.45,One year,Fiber,No
4206,Female,1,1838.38,One year,None,No
4207,Female,14,1252.01,Two year,DSL,Yes
4208,Female,22,1065.66,Month-to-month,DSL,No
4209,Female,28,1399.34,One year,Fiber,Yes
4210,Female,6,1919.77,Two year,DSL,No
4211,Male,27,1650.74,Two year,DSL,No
4212,Female,13,368.02,One year,Fiber,No
4213,Male,43,864.93,One year,None,No
4214,Male,29,1099.93,One year,DSL,No
4215,Male,31,834.68,Month-to-month,Fiber,Yes
4216,Male,69,1490.32,Month-to-month,None,Yes
4217,Female,5,1704.66,Two year,DSL,No
4218,Male,26,1543.29,One year,None,No
4219,Female,23,1981.87,One year,Fiber,No
4220,Female,33,763.33,Month-to-month,None,Yes
4221,Male,39,1787.48,One year,None,No
4222,Female,46,1603.26,Two year,Fiber,Yes
4223,Male,23,915.7,One year,DSL,Yes
4224,Male,64,1548.01,Month-to-month,DSL,No
4225,Female,17,476.93,Two year,None,No
4226,Female,43,1641.87,Two year,None,Yes
4227,Male,56,1204.96,One year,None,No
4228,Female,27,796.89,Two year,None,No
4229,Female,70,1414.82,One year,DSL,No
4230,Female,22,1390.75,One year,Fiber,No
4231,Male,33,656.13,Month-to-month,Fiber,No
4232,Male,10,351.68,Two year,Fiber,No
4233,Female,34,1037.16,One year,None,No
4234,Female,41,1268.17,One year,None,Yes
4235,Female,27,1790.23,One year,Fiber,No
4236,Female,23,1877.97,Two year,DSL,No
4237,Female,7,1198.97,Two year,Fiber,No
4238,Male,52,1581.47,Two year,DSL,Yes
4239,Female,71,1046.82,One year,None,No
4240,Male,3,1568.34,Two year,Fiber,No
4241,Female,4,648.16,One year,Fiber,No
4242,Male,48,930.81,Two year,None,No
4243,Female,29,1378.19,Two year,DSL,No
4244,Male,71,330.87,One year,Fiber,No
4245,Female,62,1528.18,Two year,Fiber,No
4246,Male,46,1720.41,One year,DSL,Yes
4247,Male,25,978.54,Two year,Fiber,No
4248,Male,56,1061.5,Two year,Fiber,Yes
4249,Male,36,1747.18,Two year,None,No
4250,Male,6,1618.61,Two year,DSL,No
4251,Male,39,789.85,Month-to-month,Fiber,Yes
4252,Female,38,850.76,One year,Fiber,No
4253,Male,61,1454.09,Month-to-month,None,No
4254,Female,52,1257.44,Two year,Fiber,No
4255,Female,3,575.79,Two year,None,No
4256,Female,24,826.88,One year,Fiber,No
4257,Female,6,1829.97,One year,None,No
4258,Female,27,1469.9,One year,DSL,Yes
4259,Male,68,1976.16,One year,DSL,No
4260,Male,66,1603.92,Two year,Fiber,Yes
4261,Male,19,1901.36,One year,Fiber,No
4262,Female,10,667.52,Month-to-month,None,No
4263,Male,66,1611.52,One year,None,No
4264,Male,6,334.37,One year,DSL,No
4265,Male,22,1440.29,Month-to-month,Fiber,No
4266,Male,60,1097.78,Month-to-month,None,No
4267,Male,70,889.49,Month-to-month,DSL,Yes
4268,Female,33,1766.09,Month-to-month,DSL,No
4269,Male,18,1752.26,One year,None,No
4270,Female,57,337.91,Month-to-month,Fiber,No
4271,Female,8,1336.16,Two year,DSL,Yes
4272,Female,47,925.31,One year,None,No
4273,Female,40,1006.62,Two year,DSL,No
4274,Female,47,1714.47,One year,Fiber,No
4275,Male,44,826.73,One year,None,No
4276,Male,24,1903.18,Two year,Fiber,No
4277,Male,24,605.38,Month-to-month,Fiber,No
4278,Female,18,1426.63,Month-to-month,DSL,No
4279,Male,38,1442.58,Two year,Fiber,No
4280,Male,26,728.73,Month-to-month,DSL,Yes
4281,Female,62,852.08,One year,None,No
4282,Female,67,1719.16,One year,None,No
4283,Female,18,1595.07,One year,DSL,No
4284,Female,27,859.46,Month-to-month,DSL,No
4285,Male,32,1207.73,Month-to-month,DSL,No
4286,Female,9,404.86,Two year,Fiber,No
4287,Female,29,654.87,One year,None,No
4288,Male,21,1125.89,Two year,None,No
4289,Male,2,446.16,Month-to-month,Fiber,Yes
4290,Female,47,1733.67,Two year,DSL,No
4291,Male,1,1520.61,Month-to-month,None,No
4292,Female,53,1904.18,One year,Fiber,No
4293,Female,5,1478.89,One year,DSL,No
4294,Male,39,1898.68,Month-to-month,None,No
4295,Male,1,1242.67,Month-to-month,DSL,No
4296,Female,72,1320.37,Month-to-month,Fiber,No
4297,Female,1,1960.85,One year,None,No
4298,Female,54,1391.62,Month-to-month,DSL,No
4299,Male,71,352.34,One year,DSL,Yes
4300,Female,59,1530.46,Two year,DSL,No
4301,Female,5,1839.3,One year,Fiber,No
4302,Female,18,1652.49,Two year,DSL,No
4303,Female,26,1292.52,One year,None,No
4304,Female,0,1441.22,One year,None,No
4305,Male,32,1983.33,Month-to-month,DSL,No
4306,Female,39,454.13,One year,Fiber,No
4307,Female,31,1434.32,Month-to-month,None,No
4308,Female,68,781.78,Month-to-month,None,No
4309,Female,16,1388.15,Month-to-month,None,No
4310,Male,7,1332.96,One year,DSL,No
4311,Male,56,560.88,Month-to-month,None,Yes
4312,Male,41,651.47,Two year,DSL,No
4313,Female,8,1356.77,Two year,DSL,No
4314,Female,34,517.99,One year,DSL,No
4315,Male,70,750.81,Month-to-month,DSL,No
4316,Male,52,1719.92,Two year,DSL,Yes
4317,Male,53,856.06,One year,None,No
4318,Female,24,1129.7,One year,DSL,No
4319,Female,66,1899.94,One year,DSL,No
4320,Male,61,686.15,One year,DSL,No
4321,Male,54,962.36,One year,DSL,No
4322,Male,45,1330.98,Month-to-month,DSL,No
4323,Female,23,1584.08,Month-to-month,DSL,No
4324,Female,45,1832.81,Month-to-month,None,No
4325,Female,21,1856.3,Month-to-month,DSL,No
4326,Male,10,1620.29,One year,DSL,Yes
4327,Male,47,688.16,One year,None,No
4328,Female,7,342.18,Two year,None,No
4329,Male,38,952.42,Two year,Fiber,Yes
4330,Female,34,540.63,Month-to-month,None,Yes
4331,Male,48,1507.66,One year,None,No
4332,Male,45,1423.92,Two year,DSL,No
4333,Male,37,374.75,Two year,Fiber,No
4334,Male,7,1722.21,Two year,DSL,No
4335,Female,53,722.86,Two year,Fiber,Yes
4336,Male,36,1034.79,Month-to-month,DSL,Yes
4337,Female,39,1435.49,One year,None,No
4338,Female,33,1030.01,Month-to-month,None,Yes
4339,Female,16,1050.19,Two year,Fiber,No
4340,Male,32,411.57,Two year,DSL,Yes
4341,Female,46,982.45,One year,DSL,Yes
4342,Female,51,1600.24,One year,None,No
4343,Female,8,1855.8,Month-to-month,None,No
4344,Male,32,1002.95,One year,Fiber,No
4345,Male,59,1020.1,Month-to-month,None,Yes
4346,Female,20,1494.47,Month-to-month,Fiber,Yes
4347,Male,57,1902.71,Two year,Fiber,No
4348,Female,68,754.0,Month-to-month,Fiber,No
4349,Female,9,1048.25,Two year,Fiber,No
4350,Male,5,1653.15,Month-to-month,None,Yes
4351,Female,12,1336.48,Month-to-month,Fiber,No
4352,Male,64,488.0,One year,None,No
4353,Male,19,1367.15,One year,Fiber,No
4354,Female,56,617.47,Two year,None,Yes
4355,Male,45,1167.37,One year,Fiber,Yes
4356,Male,7,1199.48,Month-to-month,None,No
4357,Female,9,1789.55,Two year,DSL,No
4358,Female,72,1086.24,Two year,Fiber,No
4359,Male,66,775.05,Two year,Fiber,Yes
4360,Male,10,692.64,Month-to-month,DSL,No
4361,Female,11,1786.23,One year,DSL,No
4362,Male,9,590.72,Two year,Fiber,No
4363,Male,24,1023.98,Month-to-month,None,No
4364,Male,48,618.19,One year,Fiber,No
4365,Male,48,1614.62,One year,None,No
4366,Male,10,1106.43,Two year,DSL,No
4367,Male,61,896.94,Month-to-month,None,No
4368,Male,35,913.87,One year,Fiber,No
4369,Female,38,1748.76,Month-to-month,DSL,No
4370,Female,52,1241.42,One year,DSL,No
4371,Female,55,1520.38,Two year,Fiber,No
4372,Female,0,1824.97,Two year,Fiber,No
4373,Female,55,1832.96,One year,DSL,Yes
4374,Male,3,858.47,Month-to-month,None,No
4375,Male,29,1919.17,One year,None,No
4376,Male,11,342.29,Month-to-month,None,No
4377,Male,34,940.62,One year,Fiber,Yes
4378,Female,51,1822.86,Two year,DSL,No
4379,Male,30,766.88,Month-to-month,None,No
4380,Male,67,764.24,Two year,DSL,No
4381,Female,51,814.46,Month-to-month,None,No
4382,Male,6,1340.93,One year,DSL,Yes
4383,Male,21,1045.17,Two year,Fiber,No
4384,Female,55,1535.45,Two year,Fiber,Yes
4385,Male,57,1821.35,Month-to-month,Fiber,No
4386,Male,63,1446.14,Month-to-month,None,Yes
4387,Male,11,647.59,Month-to-month,Fiber,No
4388,Male,6,1885.56,Two year,Fiber,Yes
4389,Male,54,749.64,One year,Fiber,No
4390,Female,61,554.82,Month-to-month,DSL,No
4391,Female,72,452.94,One year,DSL,No
4392,Female,54,1257.75,Month-to-month,DSL,Yes
4393,Female,35,493.4,One year,DSL,No
4394,Female,23,535.92,Month-to-month,DSL,No
4395,Female,43,810.05,One year,DSL,No
4396,Male,16,778.81,Two year,DSL,Yes
4397,Female,1,1327.21,Month-to-month,Fiber,No
4398,Female,12,1688.47,Month-to-month,Fiber,No
4399,Male,30,1594.29,Two year,None,Yes
4400,Male,27,746.22,Month-to-month,Fiber,Yes
4401,Female,59,717.03,Month-to-month,DSL,No
4402,Male,26,1941.85,Two year,DSL,Yes
4403,Female,14,314.0,Two year,None,No
4404,Male,32,1795.52,One year,Fiber,No
4405,Female,19,639.54,Two year,Fiber,Yes
4406,Male,41,1910.38,Two year,None,Yes
4407,Male,11,881.92,Month-to-month,DSL,No
4408,Female,72,1048.6,Two year,DSL,No
4409,Female,22,1502.11,Month-to-month,DSL,No
4410,Female,71,1299.04,Two year,DSL,Yes
4411,Female,13,840.5,Two year,None,Yes
4412,Female,24,1241.51,One year,Fiber,No
4413,Male,30,1542.2,Two year,DSL,Yes
4414,Female,53,371.97,Two year,Fiber,No
4415,Female,4,319.04,Month-to-month,Fiber,No
4416,Male,12,1078.71,Month-to-month,DSL,No
4417,Male,27,524.12,One year,DSL,No
4418,Female,42,1429.39,Two year,DSL,No
4419,Male,46,663.89,Month-to-month,Fiber,Yes
4420,Male,70,1035.85,Two year,None,No
4421,Female,37,636.04,One year,DSL,No
4422,Male,66,1232.42,Month-to-month,Fiber,Yes
4423,Male,61,497.29,Month-to-month,Fiber,No
4424,Female,38,339.28,One year,DSL,No
4425,Female,36,386.92,Two year,None,No
4426,Male,7,1922.24,Month-to-month,DSL,Yes
4427,Male,51,541.89,Month-to-month,DSL,No
4428,Female,32,1504.41,One year,None,No
4429,Male,41,415.47,One year,DSL,No
4430,Male,26,483.87,One year,DSL,Yes
4431,Male,7,1165.09,Two year,None,No
4432,Female,22,1090.28,Two year,Fiber,No
4433,Male,63,1917.69,Two year,Fiber,No
4434,Male,19,1906.22,One year,Fiber,No
4435,Female,15,1625.33,Month-to-month,Fiber,No
4436,Male,16,1323.57,Two year,Fiber,Yes
